customer_tweet_id,customer_text,brand_tweet_id,brand_reply,created_at
319820,Also the fact that it has taken so many hours out of my day for a £60 hoover is so annoying,319822,I'm sorry for your trouble Lucy! ^AT,Sat Oct 07 11:59:31 +0000 2017
319824,Amazon sold me a jiofi device and NOTHING was mentioned that you wont get any offers from jio and now I m left cheated!! Please help!!,319826,Kindly confirm if any promotion offer was mentioned on our website for this product? ^SG,Sat Oct 07 12:18:00 +0000 2017
319827,Thats is main problem YOU DIDNT MENTION ANYTHING.. you have to give T&amp;Cs that jio must have shared with you.,319828,"We never intend to misguide you. However, I'll ensure to share your comments internally to work on. ^CB",Sat Oct 07 18:38:32 +0000 2017
319830,Will get refund for the product price that I paid? I mean credit back to Credit Card?,319832,The refund will always go back to the original payment method unless the order was a COD. ^HA,Sat Oct 07 12:07:00 +0000 2017
319835,If they are Sellers Discretion why do you Print Big Advertising in News Papers? To Make People Fool?,319837,Pricing is a decision of the seller and our prices do fluctuate on regular basis. The price you currently see is the 1/2 ^EM,Sun Oct 08 06:08:23 +0000 2017
319984,amazon basics ! Want a replacement [URL],319982,Have you been in touch with us here: [URL] ?^CD,Sat Oct 07 11:56:26 +0000 2017
319983,"Yes, this is the replacement I got after the first one broke as well. The replacement just as bad, as pictured",319985,"Apologies, please contact us via the link sent by ^CD so an agent can look into this for you. ^JJ",Sat Oct 07 12:02:00 +0000 2017
319986,No. Sort it for me please,319987,We're unable to view your account details via Twitter. We'll be able to provide a resolution at the link ^CD provided. ^RA,Sat Oct 07 14:59:00 +0000 2017
319989,i havent made any such request. Please make sure product is delivered within promised timelines [URL],319988,Sorry for the hassle. Please report this to our support team here: [URL] and we'll check this. ^HN,Sat Oct 07 11:56:26 +0000 2017
319990,"Please check the snapshots, it has all the relevant details .. But FYI: Order Id: 405-2542914-7230727",319991,"please don't share your order details, we consider it personal information. Our Twitter page is visible to public. [2/2] ^HA",Sat Oct 07 12:18:57 +0000 2017
319993,"I have done the suggested steps on the Amazon Page itself .. Left the Feedback, what else is required?",319994,"Have you contacted our support team for the issue you're facing? If not, please do so from the link provided earlier. ^HA",Sat Oct 07 12:45:25 +0000 2017
319997,"I know it’s on the way, I’m just impatient! 😊",319999,No worries! Just excited I'd say! Hope you get it soon. ☺️ ^PK,Sat Oct 07 12:01:41 +0000 2017
320002,£250 was fraudulently spent on my account and I am yet to receive a satisfactory response from @115830 @AmazonHelp [URL],320001,"Apologies, what was advised when you contacted us? Was your account checked by the account specialists team? ^JJ",Sat Oct 07 11:53:35 +0000 2017
320004,"Et bien un écran iPhone acheté sur votre site. Produit que vous certifiez fiable, mais pourtant de très mauvaise qualité.",320006,L'avez-vous signalé à notre SAV s'il vous plaît? ^SA,Sat Oct 07 13:33:28 +0000 2017
320007,Je n'ai pas trouvé le lien menant a une réclamation SAV je me suis donc déchaîné sur les commentaires.,320008,Je vous invite à cliquer sur le lien suivant afin de joindre notre SAV: [URL] ^FT,Sat Oct 07 14:05:31 +0000 2017
320009,Merci ça viens d'être fait ;),320010,"Parfait, je vous en prie.^FT",Sat Oct 07 14:23:24 +0000 2017
320014,Hi i am waiting for the product delivery at my office and have false information updated by ur delivery dept. [URL],320011,I'm sorry to know about the situation. Please reach out to us here: [URL] we'd like to help. ^SG,Sat Oct 07 11:52:25 +0000 2017
320018,"I hv provided the required details, let me know if you need more details make sure it should be resolved within deadline, I dont want refund",320020,We'll check on this and get back with an update soon. ^HT,Sat Oct 07 12:30:34 +0000 2017
320021,"No updates received yet! No call nothing,I want my product to be delivered by EOD, since deadline already passed yesterday.",320023,Sorry about the delay. Kindly reply to the correspondence sent by us and we'll get in touch with an update. ^AK,Sun Oct 08 06:27:00 +0000 2017
320024,Till now I haven’t received any response and what are you expecting from me.. please get my product delivered. I am begging please please 😔,320025,Our team has sent an email correspondence to you. Kindly check it here: [URL] and revert. ^AP,Sun Oct 08 08:37:00 +0000 2017
320026,"I don't wanna see any email.. just delivered my product...You guys are making fake promises over the email, chat and phone😡",320027,actions with the latest updates we have. Appreciate your understanding. 2/2 ^MJ,Sun Oct 08 10:45:00 +0000 2017
320030,Getting the same response frm last 3 days. Completely helpless. Now I m stressed 😩 and frustrated don’t want to continue any relationship 😏,320031,We're following up on this. We'll update you soon. ^SG,Sun Oct 08 12:40:36 +0000 2017
320032,Will be waiting.. nobody contacted till yet so let see who gonna resolve this..,320033,We are working on it. We'll reach out to you soon. ^SB,Sun Oct 08 14:41:34 +0000 2017
320034,Could you please share the ETA,320035,We're still working on this. We'll be sure to reach out to you soon with an update. ^VN,Sun Oct 08 20:10:00 +0000 2017
320036,"FYI @120781 , @115850 keep saying soon soon soon soon from last 4 days.. still no ETA, whn I will get my product? stop making me",320037,Apologies for the delay. You must've received a correspondence from us. Kindly check. ^HD,Mon Oct 09 01:20:29 +0000 2017
320039,What I have to do with your correspondence same thing mentioned there too.I need my product as simple as that I have never seen such dump CS,320041,Request you to write back to the email you've received from our team and we will revert on the same. ^SQ,Mon Oct 09 01:54:30 +0000 2017
320043,What you will respond there ‘your sincere apology and will get back to you soon’ if you could respond there why I had to cm on social media?,320046,I understand your concern. Please revert to the email and we'll get back to you. ^HD,Mon Oct 09 02:14:29 +0000 2017
320047,Which email you are referring please share the url. Surely I will respond there too..,320048,You may refer to the link here: [URL] for our correspondence and revert. ^PS,Mon Oct 09 03:24:27 +0000 2017
320049,No option to reply for any email .. Please ask support manager to call me ASAP. Its urgent!!,320051,"In that case, please share your details again from here: [URL] and we'll get in touch with you. ^ST",Mon Oct 09 05:38:00 +0000 2017
320052,I have shared the details again.. Looking forward for a help at least. . I just want to expedite the process plz help.,320054,"Thanks for sharing your details, Akash. We have received them and are working on it. We'll reach out to you soon. ^SA",Mon Oct 09 10:53:31 +0000 2017
320055,Please complete your investigation within 3 days so it can be feasible for me. I will be very thankful to you.,320056,"I get your concern, we'll get back to you at the earliest. Appreciate your patience. ^PS",Mon Oct 09 11:25:43 +0000 2017
320053,I have shared all related details to your representatives many times.They are just ignoring me. I just want to expedite the process plz help,320058,I have checked and was unable to find the details. I request you to provide the details in the link provided earlier. ^VH,Mon Oct 09 07:35:54 +0000 2017
320059,I have provided the details yesterday to U on ur given link. Instead of taking action you still looking for the details. How irresponsible,320060,Thank you for dropping the details again. We'll work on it and get in touch with you. ^NS,Mon Oct 09 10:52:27 +0000 2017
320038,", @115850 looting people. I ordered on 1stoct &amp; they said order delivered on 7th but only stress/frustration received😡",320061,I'm sorry to know about this. Kindly reply to the email received from us and we shall get back to you on this. ^SH,Mon Oct 09 05:17:00 +0000 2017
320029,making me fool from last 3 days and keep making false promises they r not ready to understand my concern #NoBrand,320063,We value your time. We will ensure to close the order at the earliest. ^CB,Sun Oct 08 10:41:26 +0000 2017
320066,Hi @AmazonHelp - I put in an express order for a mattress and it's hasn't been delivered. No new ETA?,320065,What was the last update on the order tracking?^CD,Sat Oct 07 11:51:29 +0000 2017
320077,Hey @AmazonHelp ! Sind euch Probleme beim Alexa-Service bekannt? Ich bekomme keine Verbindung mit meinem Echo. Neustart etc. schon probiert.,320075,"Wir arbeiten bereits daran, dass alles wieder geschmiert läuft. Bitte hab noch etwas Geduld. Gruß ^AK",Sat Oct 07 11:49:28 +0000 2017
320079,"sir jb aap sabhi customers k liye POS machine available nhi karwa sakte h,to phir cash back OFFERS launch mat kijiye.",320078,This will be heard internally as feedback for improvements. 2/2 ^MJ,Sat Oct 07 11:48:00 +0000 2017
320082,"ciao. Ho i miei ordini iscriviti e risparmia programmati per il 13, voi avete scritto 16. Ma io in quella data e dopo non ci son",320081,Per ricevere assistenza puoi contattare il Servizio Clienti tramite questo link: [URL] A presto! ^CS,Sat Oct 07 11:47:29 +0000 2017
320084,How Amazon staff involved in Black marketing by selling Clients product even after 01 Delivery Attempt and saying lost @115821 @AmazonHelp [URL],320083,Sorry for the trouble you've had. Kindly fill in your details here: [URL] and I'll help you with it. ^MM,Sat Oct 07 11:46:00 +0000 2017
319708,Delivery date was around 17th oct..how can you cancel it within 2 days of placing the order. That too on various orders that I have made. [URL],320299,I'll be sure to forward your feedback internally for review. We'll definitely work on the miss. 2/3 ^PS,Sat Oct 07 12:13:36 +0000 2017
320309,"Vamos, que no se admiten devoluciones jajajajajajaja",320311,¿Cuál es su nombre? Se ve muy feliz en la caja 😊 ^VL,Sat Oct 07 12:16:31 +0000 2017
320312,Se llama Oreo [URL],320313,"😍 Ahora que Oreo ha encontrado un nuevo juguete, creo que se llevaría bien con nuestro amigo Ruperto, ¿Que te parece? ^AZ [URL]",Sat Oct 07 12:49:03 +0000 2017
320319,App is updated! I tried on the web browser as well,320321,Kindly get in touch with us here: [URL] and we’ll be glad to help you. ^NS,Sat Oct 07 12:18:26 +0000 2017
320325,Why don’t your prime drivers not read delivery instructions?,320323,"Sorry to hear this. Without sharing personal/account info, can you please advise what happened ? ^TD",Sat Oct 07 12:12:00 +0000 2017
320324,Never left it in the safe place and marked it as unable to deliver. Also left gate wide open which would allow dog to escape.,320326,So sorry. Did the dog get out? Has this safe place been added to your account directly? Have items been left there before? ^NV,Sat Oct 07 12:19:29 +0000 2017
320327,Nope. Yes and yes. Just this person seems not to want to do that and add work for themselves by returning to depot.,320328,Apologies - if the carrier is Amazon Logistics we will attempt to redeliver the next day ^TD,Sat Oct 07 12:30:34 +0000 2017
320329,Not according to the email I got saying it’s been cancelled as it could not be delivered,320330,Please reach out to us here: [URL] and we can take a look into this for you. ^PK,Sat Oct 07 12:37:00 +0000 2017
320334,La empresa de trasporte de mi pedido es DPD tengo que hablar con ellos en ingles?,320332,Puedes buscar el contacto de tu transportista con este enlace: [URL] . Ellos también atienden en español.^MB,Sat Oct 07 12:12:00 +0000 2017
320333,Si si ya visto eso pero pone asistencia en ingles donde el numero para llamarles,320335,"Entiendo, Dav, en ese caso te recomiendo contactar con nuestro Soporte al Cliente, nuestros agentes con gusto te ayudarán. ^AZ",Sat Oct 07 12:22:00 +0000 2017
320337,"Tengo un pedido en curso que me dice que el transportista no localiza la dirección pero esta bien puesta, no lo entiendo",320336,¿Has podido entrar en contacto con el transportista encargado de realizar la entrega para verificar la información? ^VL,Sat Oct 07 12:07:00 +0000 2017
320340,"Above delivery is scheduled for today, my 6 year old is waiting anxiously for his mother’s new iPhone",320342,We do deliveries until end of the day. Kindly wait. Do keep us posted! ^PS,Sat Oct 07 12:42:33 +0000 2017
320343,Delivery done,320345,Thanks a bunch for keeping us posted. We appreciate the gesture. ^CB,Sat Oct 07 14:59:40 +0000 2017
320348,1__credit_card__ Your customer support is horrible,320350,details in the link provided earlier and we'll contact you. (2/2) ^GK,Fri Oct 13 10:29:00 +0000 2017
320353,yes provided,320355,Thanks for confirming. We'll reach out to you soon. ^SG,Fri Oct 13 10:34:36 +0000 2017
320356,It’s 3 weeks. Your customer care is best at reading scripts,320357,"Apologies for the delay. We are working on it ,we'll get back to you at the earliest. ^SC",Fri Oct 13 10:53:00 +0000 2017
320361,"hi, I’ve had an email and I believe somebody has hacked into my account. They’ve changed my email and password&amp; I can’t access",320359,Hi Rosie- Can you report this to us directly via: [URL] (It won't require you to sign in or anything) ^NV,Sat Oct 07 12:10:32 +0000 2017
320363,"wrst srvce, bought moto g5 S + , rported prblm within 10 days but no one is replacing the product. @118702 @4030",320362,Sorry about this inconvenience. Please share your details here: [URL] and I'll get in touch with you.^BA,Sat Oct 07 12:10:00 +0000 2017
320365,I have called @115830 4 times and each time I am told the investigation is ongoing - seems to be no sense of urgency @AmazonHelp [URL],320364,Were you given a time frame?^CD,Sat Oct 07 12:09:29 +0000 2017
320369,you guys dont like having PS4 downloadable codes for games in stock or somethin?,320368,"Hi Mark - are you waiting on a code ? If so, what game and when did you place the order ? ^TD",Sat Oct 07 12:09:00 +0000 2017
320372,my order is out for delivery but I need to go out - Any way I can tell a realistic time of delivery?,320370,Who is the carrier delivering the order? You can check here: [URL] ^PK,Sat Oct 07 12:08:00 +0000 2017
320371,Thanks it’s a uk order via Amazon shipping,320373,"Thanks for confirming, have you set unattended delivery prefs on your acc: [URL] if the order is eligible? ^JJ",Sat Oct 07 12:34:29 +0000 2017
320375,I’ll pop out and hope for an evening delivery 📦 😊,320376,Ah right. Keep us posted if there is any issue with the delivery. We will keep our fingers crossed your back in time too. :) ^NV,Sat Oct 07 12:42:32 +0000 2017
320378,Really Disappointment,320380,I'm terribly sorry for this situation. Have you reported the issue to our support team using the link shared earlier? ^MP,Sat Oct 07 13:50:00 +0000 2017
320381,"Yes I have reported, But what about my order which is supposed to be delivered on 6th Oct with #PRIME....#3DAYSDELAY",320382,We would like to help you. Please share your details with us here: [URL] We'll get in touch shortly. ^CB,Sat Oct 07 15:45:28 +0000 2017
320385,when u order something on prime on Thursday and still hasn’t arrived :/ if this is prime deffo won’t be signing up,320383,"Hey, sorry to hear that. What is the delivery date in the order confirmation email? ^AT",Sat Oct 07 12:04:27 +0000 2017
320384,Yesterday (Friday 6th),320386,And is their tracking available here: [URL] ^PK,Sat Oct 07 13:09:56 +0000 2017
320562,"What I hear from customer service is sorry. And they accept amazon has done mistake , but can't do anything!!!😌",320566,"I get your concern. However, the resolution provided in the email is the best at this time. Appreciate your understanding. ^HA",Sat Oct 07 13:02:55 +0000 2017
320576,Will see weather i got my product within 8pm today as promised by Amazon,320578,"Sure, do keep us posted. ^SI",Sat Oct 07 14:22:56 +0000 2017
320579,Not yet received product fraud Amazon fake promise to customer,320582,We're working on this. We'll update you soon. Appreciate your patience. ^SG,Sat Oct 07 14:49:34 +0000 2017
320585,"Now i don't have patience cheaters, fraud Amazon @115850 @AmazonHelp",320586,That's not usual! Please fill this form: [URL] and I’ll contact you at the earliest with help. ^AU,Sat Oct 07 15:00:32 +0000 2017
320590,Again issue delivery boy not receiving call and now number switched off 12:53am please don't mis use customer patience shame on you [URL],320591,Please fill this form: [URL] and I’ll contact you soon. ^SU(2/2),Mon Oct 09 11:08:30 +0000 2017
320589,Amazon please learn from above company abt customer service,320594,"Sorry about the delivery. We'd like to investigate this, please share your details here: [URL] ^HA",Sat Oct 07 18:50:32 +0000 2017
320602,Warengutschrift! Nicht mal eine kleine Extra Gutschrift oder einen Gutschein!? Wir haben im August vorbestellt. Und dann nur:,320605,"2/2 wir keinen Lagerbestand mehr haben, ist dies leider nicht möglich. :( ^MF",Sat Oct 07 12:49:30 +0000 2017
320608,I just got misled by a CD vs mp3 pricing difference but have already downloaded it... can I DM to explain please?,320607,Yes you can DM but don't post any personal information. ^PK,Sat Oct 07 12:24:00 +0000 2017
320612,I tried the support but it only plays IVR. My query is I have not received the book and not that I have to return it. Pls ask a human 2 call,320614,I understand your concern. Please reach us via chat/email using the link provided above. ^HD,Sat Oct 07 16:05:44 +0000 2017
320615,Thanks a ton. The problem is resolved. Happy to be a Amazon customer. Cheers,320616,"You are most certainly welcome, and thank you for reaching out to us today. We're here to help if you need us. Happy shopping. ^VN",Sat Oct 07 18:23:53 +0000 2017
320618,Are you doing something about this. I have half a mind to unsubscribe totally. It’s irritating!,320617,Your feedback has been forwarded to the concerned team and is being worked on. ^NS,Sat Oct 07 12:23:28 +0000 2017
320620,#Blindspot on my LG WebOs TV,320619,Thank you for bringing this to our notice. We have escalated this and we are working on it. ^OS,Sat Sep 30 18:19:29 +0000 2017
320625,why is it impossible to contact you via the web page. Item you sold not fit for purpose!,320623,"Hi Gareth, sorry to hear that. Have you checked the options available here: [URL] ^JJ",Sat Oct 07 12:23:00 +0000 2017
320624,yes. not able to communicate. item is not fit for purpose so under UK consumer law i am entitled to a refund,320626,Hi Gareth- Have you requested a return for refund via the above link provided? ^NV,Sat Oct 07 12:31:35 +0000 2017
320627,IT WONT LET ME. I need an email address to contact you direct. Under Consumer rights item not fit for purpose or lasted reasonable time.,320628,"If you can't access the returns centre via the previous link, you can request a free call back here: [URL] ^JJ",Sat Oct 07 12:38:00 +0000 2017
320629,as the item in question is a phone that's a little tricky...,320630,Have you been able to get in touch via the link ^JJ supplied? ^NV,Sat Oct 07 12:53:28 +0000 2017
320635,"Hi, what courier do you use? My parcel has been out for delivery since 8:45am and still hasn't come",320633,Can you see anything about the carrier on your orders: [URL] ?^CD,Sat Oct 07 12:20:06 +0000 2017
320634,Just says Amazon Shipping,320636,"If it's Amazon Logistics, they can deliver up to 21:00 ^TD",Sat Oct 07 12:32:00 +0000 2017
320638,Am open to any of them that may work here?!,320640,The devices are not supported in Ireland so some features may be restricted. ^JJ,Sat Oct 07 13:33:29 +0000 2017
320641,Ok thanks for letting me know. Would there be somewhere I could see what does /doesnt work here ?,320642,"If you'd like, we can take a closer look at this with you. Please reach us via phone/chat here: [URL] ^KP",Sat Oct 07 14:52:00 +0000 2017
320653,"again fail to deliver package on time I bought it for my wife on karvachouth, so disappointed 😔 again @115850 @115821",320652,with our support team: [URL] and it'll be sorted. [2/2]^SK,Sat Oct 07 12:16:00 +0000 2017
320662,Cancelling the order then asking to place a fresh order. Really irritating we are paying you so at least don't kill our time with our money.,320663,Certainly not what we expect to happen with any orders. I'll ensure to share your comments internally to work on. ^CB,Sat Oct 07 12:41:33 +0000 2017
320823,"""Out for Delivery"" which was posted at 7am this morning.",320825,We don't have delivery time slots but it delivery can be up to 10PM.^CD,Sat Oct 07 13:00:32 +0000 2017
320830,I think I lost count,320831,"Sorry to have let you down! Please, use this link to request a tote pick-up: [URL] ^JE",Sat Oct 07 13:33:00 +0000 2017
320833,Updates deleted my books gifted by authors and the app will not sync across iPad / iPhone. Tried deleting and reinstalling. Didn’t fix sync,320834,I'm sorry for the trouble! We can look further into this with you in real-time here: [URL] ^WJ,Sat Oct 07 13:04:29 +0000 2017
320835,Thank you for the link.,320836,Certainly! We're always here for you when you need us. ^JE,Sat Oct 07 13:28:29 +0000 2017
320841,. @AmazonHelp bei dem Artikel ist die Beschreibung falsch! (Cuphead Code für xbox One). Das muss aus nem anderen game sein 🙈 [URL],320839,"Ups, du hast Recht :-) Vielen Dank für den Hinweis. Ich habe das umgehend weitergegeben, damit dies geändert wird. Grüße ^MF",Sat Oct 07 12:39:00 +0000 2017
320843,#Idher ka Maal Udher [URL],320842,Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.(2/2) ^CB,Sat Oct 07 12:38:00 +0000 2017
320847,not sure why you advertise prime 2 day shipping anymore! Don’t think I’ve recieved anything in 2 day recently! #scamalert,320845,"Hey, Ryan. Do you have a recent order that's late? W/o providing personal or acct specific info, can you tell us more? ^LB",Sat Oct 07 12:38:00 +0000 2017
320846,Ordered on 10/5 not shipped yet choose (free 2 day shipping) w my $99 prime! Won’t be here till tues. not math teacher but that’s 4 days!,320848,"Sorry to hear that, when is the order due to be dispatched? ^JJ",Sat Oct 07 12:49:30 +0000 2017
320849,What’s sad is the item I ordered from authorized seller that was not prime has already shipped and will be here in 2 days,320850,"Two day shipping refers to transit time in biz days, after an item ships. Please let us know if it doesn't arrive Tuesday! ^LB",Sat Oct 07 13:09:26 +0000 2017
320851,Your kidding! So thursday Friday not business days? I must get job w y’all if Monday Tuesday Wednesday ur only business days! #3dayworkweek,320852,Some items may be unavailable to ship immediately. We aim to meet the date given to you in your confirmation e-mail. ^KP,Sat Oct 07 14:18:09 +0000 2017
320853,"want 2 apologize for my frustration about time of shipment, just realized postal holiday, So Tuesday would be on time!",320854,"No worries, Ryan! Please keep us updated on the arrival. ^HC",Mon Oct 09 23:38:35 +0000 2017
320862,"Hi Team, Can I have some update on this",320860,We're working on your concern. Please keep an eye here: [URL] for our email with the update. ^HA,Sat Oct 07 12:36:27 +0000 2017
320861,"It's been very long waiting for this,...worst service..no one takes responsibility for this..never expected from Amazon..",320863,"You must've received an e-mail from us, please check your mailbox. ^HT",Sun Oct 08 07:44:00 +0000 2017
320864,I did received email but there's no timeline provided..as you are aware it's been long and till now there is no resolution,320865,"Understandable, Srikrishna. We're working on your issue, we'll communicate with you very soon. ^JC",Sun Oct 08 11:12:33 +0000 2017
320866,Today is last day for return of this product..am not sure if go ahead with return now,320867,I understand your concern. We are working on it. We will get back to you with an update. ^VH,Mon Oct 09 10:29:27 +0000 2017
320870,More like a range of days. What’s worse is the image now showing IS NOT what I ordered. Some random image pops up now as pictured. [URL],320872,I'm so sorry for the delay! We can look into this with you in real-time here: [URL] ^WJ,Sat Oct 07 12:54:00 +0000 2017
320873,Ok.........so how do I return something I don’t have yet? [URL],320874,I'm sorry you've not received your order! Please give us a call here: [URL] so we can look over options! ^TR,Wed Oct 11 19:46:00 +0000 2017
320875,Can this request be handled on your site? I’m not sure anybody wants to talk to me at the moment?,320876,"At this point, we'll need to look into this via chat or phone at the link provided. I'm very sorry for the inconvenience. ^WT",Wed Oct 11 19:56:32 +0000 2017
320878,quando sarà disponibile zenfone4max ZC520KL in Italia?,320877,"Per restare aggiornato verifica di tanto in tanto il nostro sito, al momento non abbiamo informazioni. ^MA",Sat Oct 07 12:35:29 +0000 2017
320882,trimmer and bedsheet means the same ! I can keep the bedsheet if it's a Diwali gift but send me the trimmer I had ordered ASAP. [URL],320884,"That's wishful thinking, isn't it? We'd want you to have your trimmer, hope you've requested a replacement for your order? ^JC",Sat Oct 07 13:41:31 +0000 2017
320887,"There is an issue in App for Diagnostics,, I could not continue to diagnose my mobile to avail extra discount",320886,The application is working fine. Please uninstall and reinstall the application. Do keep us posted in case of any issue. ^SI,Sat Oct 07 12:32:00 +0000 2017
320888,Further in case I order without Diagnostics then limited purchase quantity error shown ..,320891,"I just checked and we've received your details, please allow us some time and we'll reach out. ^KA",Sat Oct 07 12:31:35 +0000 2017
320895,"why offer pre 1pm delivery if you’re not actually going to abide by it? Two days in a row now, no parcel received at all, stupid",320894,I'm sorry your parcel hasn't arrived! Please phone us here: [URL] to report this and discuss re-delivery. ^LB,Sat Oct 07 12:29:58 +0000 2017
321105,"Überspitzt gesagt, sehe ich da fast nur noch Werbung. Filme aus meiner Watchlist muss ich erstmal suchen, und bei „meinen“ Apps wird mir die von ProSieben angezeigt, die ich niemals runterladen würde, aber nicht die von Arte, die eigentlich installiert ist. Solche Dinge eben.",321104,Danke für dein Feedback! Gerne leite ich es an meine Kollegen weiter. Gruß ^AK,Sat Oct 07 12:58:29 +0000 2017
321107,"Ich muss an dieser Stelle einmal anmerken, wie schlecht die Benutzeroberfläche vom @AmazonHelp-Fire-TV-Stick seit dem Update neulich ist. 😤",321106,Danke für dein Feedback. Was genau meinst du denn? Oder einfach nur allgemein doof? ;) Liebe Grüße ^MF,Sat Oct 07 12:41:30 +0000 2017
321112,I filled it but who will compensate for the time wasted and why was I blocked??? Let me know.,321113,Thanks for the heads up. We've received your details and working on it for you. We'll reach out to you soon with update. ^VN,Sat Oct 07 14:31:31 +0000 2017
321114,When are you going to unblock me?,321115,"Every time an account is closed, specialty team rolls out an e-mail We would request you to kindly reply to the same. ^CB",Sat Oct 07 17:01:26 +0000 2017
321119,Bonjour @AmazonHelp @120533 ce produit sera disponible quand svp ? [URL],321117,"Bonjour, nous n'avons pas d'informations par rapport à la date de disponibilité de cet article ^ME",Sat Oct 07 12:57:13 +0000 2017
321123,Direct by Amazon,321121,"Thanks for confirming, is the item currently in stock on the website? ^JJ",Sat Oct 07 12:57:12 +0000 2017
321128,I have been requesting a pwd reset but have not received the email with details as yet. It should not take 15 mins to arrive,321126,I'm sorry you haven't received the password reset e-mail! Have you double-checked your junk/spam folder for it? ^WJ,Sat Oct 07 12:56:24 +0000 2017
321127,"Yes, I have checked. I am now seriously worried about my account as I have no access to it at all.",321129,Please reach out to us here: [URL] (No login required) and we can take a look into this. ^PK,Sat Oct 07 13:16:46 +0000 2017
321133,"Je ne sais pas encore peut être mario pour me rappeller de bons vieux souvenir et je vais tenter de streamer tout ça, des conseils ?",321135,"Super Mario, un classique, y a Street Fighter Turbo 2 et Star fox aussi, vous avez l'embarras du choix ^ME",Sat Oct 07 13:05:00 +0000 2017
321137,De rien oui je fais ca tout a l'heure merci à vous !!!,321139,Je vous en prie.^FT,Sat Oct 07 13:06:28 +0000 2017
321143,"Can I opt for 1 day delivery, when my order is dispatched today, which was booked on 4th Oct and promised for delivery today??",321140,"I'm afraid once an order gets shipped out, we can't change the shipping speed. ^HA",Sat Oct 07 12:54:00 +0000 2017
321142,"Have you noted that it was supposed to be dispatched on 5th and delivered today? You should make it High Priority now, without asking??",321144,"Ideally orders placed with us are delivered by the estimated date. If missed, please report here: [URL] ^BS",Sat Oct 07 14:12:33 +0000 2017
321147,And also want to know the real reason behind this delay.,321149,"concerned team. And as mentioned earlier, we can't change the shipping speed on a shipped order. [2/2] ^HA",Sat Oct 07 14:54:40 +0000 2017
321146,"But you have not answered that when it is your fault, why can't you deliver it in fastest possible time?",321148,At times orders are delayed due to delay in procurement. Yet we do our best not to let you down on promised time . ^CB,Sat Oct 07 14:56:00 +0000 2017
321151,"Hoping for faster delivery, as it was with @192511 and if still 2 day's delivery is applied it should be delivered by Monday. Isn't it?",321152,"Trust us when we say this. We get the order as soon as possible to you. Appreciate your patience, nonetheless.. ^CB",Sat Oct 07 17:06:00 +0000 2017
321153,"Ultimately, received my phone. That to 1 day earlier (though 2 days late from 1st estimate). Nevertheless, thanks for everything.",321154,Glad to know that you've received the order. I'll be sure to pass your feedback internally. ^SG,Mon Oct 09 11:48:35 +0000 2017
321158,Anybody else experiencing erratic subtitles on @119625 - either ahead or behind. And @115850 @AmazonHelp is sleeping over it.,321155,Could you let us know the title of the show/ movie? ^HA,Sat Oct 07 12:51:29 +0000 2017
321156,"Tried on my iPad, same issues persist. I’m dropping out of prime. Give me netflix, any day!",321159,Apologies! Could you please confirm during which season and episode this error occurred? We'd like to check. ^AB,Wed Oct 11 12:25:00 +0000 2017
321160,"you guys just keep asking, cant see any action or signs of it! all blindspot episodes",321161,"Sorry for the inconvenience. We've escalated the issue to our relevant team, this shall be resolved soon. ^SH",Thu Oct 12 05:46:00 +0000 2017
321165,I have done that once. Hasn't helped. I would like to give this feedback directly to your senior management,321167,"Seems like you are disappointed with our services and we want to fix it. Kindly elaborate, for us to help you better. ^MP",Sat Oct 07 14:52:00 +0000 2017
321169,I have accidentally added 10k to Amazon wallet because updated balance not reflecting. Please help in getting it back to my bank account. @115851,321168,I get your concern as requested earlier connect with our team here: [URL] and we'll be happy to help. ^SH,Sat Oct 07 12:50:57 +0000 2017
321171,Had mailed. No response. Had added money in AmazonPay balance but your system kept cancelling order. Had to pay from card. (1/2),321170,Please don’t provide your email address as it is personal information. Our page is visible to the public.2/2^HN,Sat Oct 07 12:50:56 +0000 2017
321174,Ich bin bereit zum Abschicken. Adresse: euer Lager. Ich räume da mal richtig auf und arbeite kostenlos. Na wie wäre das?🐾 [URL],321176,"Das würde dir so passen, oder? Am besten in der Katzenfutterabteilung 😂 ^MI",Sat Oct 07 13:15:33 +0000 2017
321177,"Jap, genau😸 ich merke schon, ihr lasst euch nicht darauf ein. Dann muss ich Frauchen doch weiter umgarnen, damit sie regelmäßig bestellt.😺😼 [URL]",321178,"Aus eigener Erfahrung weiß ich, dass ihr wisst, wie ihr uns Menschen überzeugt! 😻 ^MI",Sat Oct 07 13:39:30 +0000 2017
321179,"Dass können wir. Ihr Menschen müsst ja auch in die richtigen Bahnen gelenkt werden , damit ihr wisst was wirklich zählt. Nämlich nur wir😸 [URL]",321180,"Jetzt bin ich schwach geworden! 😻 Melde dich doch mal bei uns, dem Amazon.de Social Media Team: [URL] ^MI",Sat Oct 07 14:24:30 +0000 2017
321184,"Mit Nero teile ich gerne 😺 Toll, dass er endlich mal wieder mitmacht. 😺Sonst entspannt er immer und will nicht so oft spielen wie ich🐾 [URL]",321185,"😍😍😍😍😍😍 Oh wie schön, dass das geschenk so gutangenommen wird :) Viel Spaß euch zwei damit :) ^AV",Tue Oct 10 16:15:36 +0000 2017
